"TimeCreated","Id","MachineName","Message"
"8/13/2026 3:03:53 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 3:03:53 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 3:03:39 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 3:03:39 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 3:03:39 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 7:44:36 AM","4","c261-19-1","Finished processing user logoff notification on session 2."
"8/13/2026 7:44:36 AM","3","c261-19-1","Recieved user logoff notification on session 2."
"8/13/2026 7:11:47 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 7:11:47 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 7:11:47 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 7:11:42 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 7:11:42 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 7:11:42 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 7:11:39 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 7:11:39 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 7:11:39 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 7:11:36 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 7:11:36 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 7:11:36 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 7:11:26 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 7:11:26 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 7:11:26 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 7:11:20 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 7:11:20 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 7:11:20 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 7:11:15 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 7:11:15 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 7:11:15 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 6:11:25 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 6:11:25 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 6:11:25 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 6:11:19 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 6:11:19 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 6:11:19 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 6:11:17 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 6:11:17 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 6:11:17 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 6:11:14 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 6:11:14 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 6:11:14 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 6:11:04 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 6:11:04 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 6:11:04 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 6:10:58 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 6:10:58 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 6:10:58 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 6:10:53 AM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 6:10:53 AM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 6:10:52 AM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
